FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.38,38,1,New South Wales,12700,Dungog,8338,8321,-0.20389,8312,-0.108160077,8233,-0.950433109,8263,0.364387222,8245,-0.217838557,8245,0,8286,0.497271073,8415,1.556842867,8457,0.499108734,8556,1.170627882,8657,1.180458158,8791,1.547880328,8918,1.444659311,9008,1.009194887,9101,1.032415631,9193,1.010877926,9336,1.555531383,9422,0.921165381,9664,2.568456803,9784,1.241721854,120,1.24170005,2249.998291,4.34840012,86,64,22,596,532,64,10,4,6,112,68,44,760,667,93,10,4,6,95,87,8,737,665,72,10,4,6,97,65,32,726,519,207,8,5,3,90,80,10,754,645,109,4,3,1
abs_regional_population_lga_2001_2021.39,39,1,New South Wales,12730,Edward River,10074,9958,-1.15148,9798,-1.606748343,9603,-1.990202082,9440,-1.697386233,9287,-1.620762712,9228,-0.635296651,9110,-1.278716948,9072,-0.41712404,8973,-1.091269841,8888,-0.947286303,8913,0.281278128,8929,0.179513071,8962,0.36958226,9012,0.557911181,8991,-0.233022636,8955,-0.4004004,8984,0.323841429,9083,1.101959038,9084,0.011009578,9158,0.814619111,74,0.81459999,8883.446289,1.0309,95,95,0,488,558,-70,55,21,34,109,102,7,505,514,-9,53,22,31,112,87,25,571,526,45,55,26,29,96,92,4,513,535,-22,48,29,19,91,97,-6,564,488,76,22,18,4
abs_regional_population_lga_2001_2021.40,40,1,New South Wales,12750,Eurobodalla,33639,34239,1.78364,34855,1.799117965,35326,1.351312581,35662,0.951140803,35855,0.541192306,36103,0.691674801,36301,0.548430878,36462,0.443513953,36807,0.946190555,37082,0.74714049,37141,0.159106844,37270,0.347325059,37483,0.571505232,37733,0.666969026,37919,0.492937217,38097,0.469421662,38253,0.409481062,38469,0.564661595,38957,1.268553901,39362,1.039607773,405,1.03960001,3428.169434,11.48190022,304,492,-188,2441,2185,256,177,67,110,316,503,-187,2968,2721,247,170,74,96,292,503,-211,2812,2475,337,172,82,90,305,499,-194,2855,2236,619,155,92,63,342,486,-144,3000,2471,529,76,56,20
abs_regional_population_lga_2001_2021.41,41,1,New South Wales,12850,Fairfield,187825,187089,-0.39185,186489,-0.320702981,185562,-0.497080257,185740,0.095924812,186117,0.202971896,187872,0.942955238,190654,1.480795435,193557,1.522653603,195174,0.835412824,196479,0.668634142,198106,0.828078319,200098,1.005522296,201788,0.844586153,203490,0.843459472,205675,1.073762838,208636,1.439649933,210417,0.853639832,211654,0.587880257,210809,-0.39923649,207922,-1.369486123,-2887,-1.36950004,101.5072022,2048.347412,2588,1154,1434,8622,10443,-1821,5390,2042,3348,2478,1186,1292,9281,11729,-2448,5195,2258,2937,2514,1298,1216,9265,12037,-2772,5278,2485,2793,2369,1216,1153,8513,12395,-3882,4686,2802,1884,2143,1287,856,9182,13232,-4050,1977,1670,307
abs_regional_population_lga_2001_2021.42,42,1,New South Wales,12870,Federation,12121,12141,0.16500,12184,0.354171815,12237,0.434996717,12330,0.759990194,12497,1.354420114,12479,-0.144034568,12468,-0.088148089,12515,0.37696503,12520,0.039952058,12509,-0.087859425,12510,0.007994244,12508,-0.01598721,12499,-0.071953949,12470,-0.232018561,12445,-0.200481155,12450,0.040176778,12450,0,12435,-0.120481928,12600,1.326899879,12735,1.071428571,135,1.07140005,5684.925293,2.24009991,132,139,-7,883,899,-16,46,18,28,106,151,-45,924,905,19,44,18,26,117,155,-38,1002,1004,-2,46,21,25,126,166,-40,1086,899,187,41,23,18,104,157,-53,1144,959,185,17,14,3
abs_regional_population_lga_2001_2021.43,43,1,New South Wales,12900,Forbes,10062,9995,-0.66587,9907,-0.88044022,9744,-1.645301302,9610,-1.375205255,9540,-0.728407908,9573,0.34591195,9526,-0.49096417,9562,0.37791308,9495,-0.700690232,9469,-0.273828331,9529,0.633646636,9608,0.829048169,9698,0.9367194,9750,0.536193029,9817,0.687179487,9865,0.488947744,9898,0.334515966,9904,0.060618307,9921,0.171647819,9934,0.131035178,13,0.131,4710.12793,2.1091001,121,97,24,466,457,9,25,10,15,122,102,20,516,517,-1,24,10,14,122,110,12,578,597,-19,25,12,13,127,113,14,578,584,-6,23,14,9,103,95,8,616,612,4,9,8,1
abs_regional_population_lga_2001_2021.44,44,1,New South Wales,12930,Georges River,125777,126520,0.59073,127183,0.524027822,128176,0.780764725,129490,1.025152915,130586,0.846397405,132751,1.657911262,135287,1.910343425,137979,1.989843814,140040,1.493705564,141726,1.203941731,144159,1.716692773,146604,1.696043951,148882,1.553845734,151069,1.468948563,153161,1.384797675,156435,2.13761989,158283,1.181321316,159431,0.725283195,160253,0.515583544,159266,-0.615901106,-987,-0.61589998,38.33750153,4154.313477,1950,937,1013,7905,9887,-1982,6988,2745,4243,1813,940,873,8315,11157,-2842,6764,2947,3817,1743,896,847,8219,11585,-3366,6858,3191,3667,1658,935,723,8371,10738,-2367,6099,3633,2466,1568,910,658,9369,11481,-2112,2651,2184,467
abs_regional_population_lga_2001_2021.45,45,1,New South Wales,12950,Gilgandra,4761,4730,-0.65112,4706,-0.507399577,4660,-0.977475563,4652,-0.17167382,4618,-0.730868444,4532,-1.862278042,4471,-1.345984113,4498,0.603891747,4529,0.689195198,4515,-0.309119011,4464,-1.129568106,4428,-0.806451613,4382,-1.038843722,4342,-0.912825194,4298,-1.0133579,4249,-1.140065147,4221,-0.658978583,4239,0.426439232,4229,-0.235904695,4205,-0.56751005,-24,-0.5675,4831.505859,0.87029999,45,58,-13,214,267,-53,29,12,17,53,53,0,277,321,-44,28,12,16,70,51,19,285,302,-17,29,13,16,58,43,15,235,270,-35,25,15,10,63,55,8,290,323,-33,11,10,1
abs_regional_population_lga_2001_2021.46,46,1,New South Wales,13010,Glen Innes Severn,8818,8848,0.34021,8870,0.248643761,8876,0.067643743,8907,0.349256422,8987,0.898169979,8919,-0.756648492,8907,-0.134544231,8926,0.21331537,8939,0.145641945,8911,-0.313234143,8905,-0.06733251,8909,0.044918585,8919,0.112246043,8926,0.078484135,8934,0.089625812,8923,-0.12312514,8900,-0.257760843,8869,-0.348314607,8874,0.056376142,8816,-0.653594771,-58,-0.65359998,5479.977051,1.60880005,81,95,-14,465,476,-11,23,9,14,77,133,-56,650,629,21,22,10,12,73,122,-49,654,647,7,22,11,11,101,122,-21,592,574,18,20,12,8,86,107,-21,749,788,-39,9,7,2
abs_regional_population_lga_2001_2021.47,47,1,New South Wales,13310,Goulburn Mulwaree,26401,26526,0.47347,26576,0.188494307,26559,-0.063967489,26615,0.210851312,26695,0.300582378,26803,0.404570144,27166,1.354326008,27654,1.796363101,28083,1.551312649,28363,0.997044475,28730,1.293939287,29187,1.590671772,29486,1.024428684,29815,1.115783762,30261,1.49589133,30575,1.037639206,30823,0.811120196,31127,0.986276482,31554,1.371799402,31796,0.766939215,242,0.7669,3220.07959,9.8743,349,307,42,1659,1541,118,248,94,154,302,279,23,2086,1997,89,240,104,136,354,254,100,2062,1987,75,244,115,129,387,326,61,1953,1674,279,216,129,87,374,283,91,2121,1983,138,91,78,13
abs_regional_population_lga_2001_2021.48,48,1,New South Wales,13340,Greater Hume Shire,10455,10331,-1.18604,10189,-1.37450392,10126,-0.618313868,10036,-0.888801106,9999,-0.368672778,9985,-0.140014001,9988,0.030045068,10009,0.210252303,10060,0.509541413,10072,0.119284294,10161,0.883637808,10220,0.580651511,10318,0.95890411,10441,1.192091491,10519,0.74705488,10608,0.846088031,10675,0.631598793,10763,0.824355972,10842,0.733996098,11020,1.641763512,178,1.64180005,5749.387695,1.91670001,117,93,24,768,725,43,35,13,22,121,79,42,751,746,5,34,14,20,95,95,0,845,776,69,35,16,19,109,108,1,776,709,67,30,19,11,102,81,21,898,743,155,13,11,2
abs_regional_population_lga_2001_2021.49,49,1,New South Wales,13450,Griffith,24412,24377,-0.14337,24277,-0.410222751,24235,-0.173003254,24329,0.387868785,24450,0.497348843,24583,0.54396728,24817,0.951877314,25100,1.140347343,25264,0.653386454,25395,0.518524383,25614,0.862374483,25705,0.355274459,25942,0.921999611,26171,0.882738416,26356,0.706889305,26608,0.95613902,26849,0.905742634,27022,0.644344296,27154,0.488490859,27173,0.069971275,19,0.07,1639.173218,16.57729912,361,198,163,1015,1273,-258,559,212,347,405,173,232,1221,1526,-305,549,235,314,375,205,170,1147,1433,-286,548,259,289,377,218,159,1131,1356,-225,488,290,198,412,190,222,1182,1503,-321,293,175,118
abs_regional_population_lga_2001_2021.50,50,1,New South Wales,13550,Gunnedah,12306,12193,-0.91825,12036,-1.287624047,11892,-1.196410768,11792,-0.840901446,11782,-0.084803256,11879,0.823289764,11987,0.909167438,12151,1.368148828,12344,1.588346638,12519,1.417692806,12514,-0.039939292,12481,-0.263704651,12468,-0.104158321,12447,-0.168431184,12491,0.353498835,12587,0.768553358,12643,0.444903472,12680,0.29265206,12689,0.070977918,12713,0.1891402,24,0.1891,4987.029297,2.54920006,163,121,42,858,839,19,57,22,35,205,133,72,987,1035,-48,56,24,32,219,113,106,877,977,-100,57,26,31,195,101,94,831,937,-106,51,30,21,248,103,145,861,986,-125,22,18,4
abs_regional_population_lga_2001_2021.51,51,1,New South Wales,13660,Gwydir,5716,5652,-1.11966,5573,-1.397735315,5492,-1.45343621,5442,-0.910415149,5428,-0.257258361,5307,-2.229182019,5210,-1.827774637,5167,-0.825335893,5131,-0.696729243,5102,-0.56519197,5172,1.372010976,5218,0.889404486,5250,0.613261786,5302,0.99047619,5326,0.452659374,5318,-0.150206534,5344,0.488905604,5352,0.149700599,5299,-0.990284006,5323,0.452915644,24,0.45289999,9259.654297,0.57489997,68,61,7,317,336,-19,6,2,4,48,73,-25,425,378,47,6,2,4,64,55,9,346,350,-4,6,3,3,47,66,-19,307,343,-36,5,3,2,52,65,-13,400,364,36,3,2,1
abs_regional_population_lga_2001_2021.52,52,1,New South Wales,13800,Hawkesbury,62412,62515,0.16503,62530,0.023994241,62032,-0.796417719,61698,-0.538431777,61725,0.043761548,62262,0.869987849,63066,1.291317336,63618,0.875273523,63982,0.572165111,64353,0.579850583,64670,0.492595528,65145,0.734498222,65503,0.549543326,65890,0.590812635,66346,0.692062528,66669,0.486841709,67007,0.506982256,67288,0.419359171,67745,0.679170134,68009,0.389696657,264,0.3897,2775.137695,24.50650024,838,455,383,3864,4116,-252,309,117,192,873,406,467,4593,4892,-299,299,129,170,871,406,465,4587,4931,-344,302,142,160,857,369,488,4421,4560,-139,267,159,108,865,408,457,4677,4888,-211,114,96,18
abs_regional_population_lga_2001_2021.53,53,1,New South Wales,13850,Hay,3620,3616,-0.11050,3582,-0.940265487,3538,-1.228364042,3512,-0.734878462,3483,-0.825740319,3394,-2.555268447,3292,-3.005303477,3209,-2.52126367,3153,-1.745091929,3085,-2.156676181,3029,-1.815235008,3016,-0.429184549,3005,-0.364721485,2994,-0.366056572,2984,-0.334001336,2981,-0.100536193,2975,-0.20127474,2948,-0.907563025,2944,-0.13568521,2945,0.033967391,1,0.034,11325.93262,0.25999999,34,33,1,191,211,-20,27,11,16,39,31,8,192,221,-29,26,11,15,31,24,7,161,209,-48,27,13,14,42,34,8,152,173,-21,24,15,9,31,27,4,167,171,-4,10,9,1
abs_regional_population_lga_2001_2021.54,54,1,New South Wales,13910,Hilltops,18014,18022,0.04441,18031,0.049938963,18060,0.160834119,18146,0.476190476,18213,0.369227378,18266,0.291000933,18337,0.388700318,18467,0.708949119,18639,0.93139113,18793,0.826224583,18807,0.074495823,18783,-0.127612059,18776,-0.037267742,18760,-0.085215168,18756,-0.021321962,18765,0.047984645,18759,-0.03197442,18701,-0.309184925,18618,-0.443826533,18553,-0.349124503,-65,-0.34909999,7140.886719,2.59809995,223,206,17,1019,1075,-56,77,29,48,232,190,42,1226,1315,-89,74,33,41,218,188,30,1144,1271,-127,75,36,39,234,173,61,1071,1241,-170,68,42,26,220,179,41,1141,1252,-111,29,24,5
abs_regional_population_lga_2001_2021.55,55,1,New South Wales,14000,Hornsby,132644,134068,1.07355,134991,0.688456604,135567,0.426695113,135974,0.300220555,136162,0.138261727,137694,1.125130359,139436,1.265124116,141117,1.205571015,142549,1.014760801,143273,0.507895531,143754,0.335722711,144458,0.489725503,145262,0.556563153,146147,0.609243987,147385,0.847092311,149215,1.241646029,150632,0.949636431,152004,0.91082904,152412,0.268413989,150698,-1.124583366,-1714,-1.12460005,455.0374146,331.1771851,1541,1012,529,8637,9419,-782,4228,2145,2083,1456,1038,418,9907,10656,-749,4079,2331,1748,1427,1049,378,9802,10441,-639,4136,2503,1633,1394,974,420,9625,10761,-1136,3661,2537,1124,1250,954,296,9989,11715,-1726,1540,1824,-284
abs_regional_population_lga_2001_2021.56,56,1,New South Wales,14100,Hunters Hill,13296,13412,0.87244,13512,0.745600954,13631,0.880698638,13636,0.036681095,13662,0.190671751,13716,0.395256917,13742,0.189559638,13835,0.676757386,13854,0.137332851,13897,0.310379674,14070,1.244872994,14242,1.222459133,14428,1.305996349,14540,0.776268367,14656,0.797799175,14754,0.668668122,14898,0.976006507,14975,0.516847899,14963,-0.080133556,14861,-0.681681481,-102,-0.68169999,5.71689987,2599.485596,126,190,-64,1114,1062,52,255,145,110,117,145,-28,1149,1059,90,244,162,82,114,188,-74,1200,1124,76,249,174,75,104,158,-54,1127,1137,-10,220,168,52,123,139,-16,1179,1226,-47,93,132,-39
abs_regional_population_lga_2001_2021.57,57,1,New South Wales,14170,Inner West,166693,166368,-0.19497,166127,-0.144859588,165989,-0.083068977,166486,0.299417431,167602,0.670326634,170481,1.717759931,173375,1.697549874,176106,1.57519827,178395,1.299785357,180301,1.068415595,182041,0.965052884,184297,1.239281261,186495,1.192640141,188711,1.18823561,191194,1.315768556,194744,1.856752827,197836,1.587725424,200720,1.457773105,201857,0.566460741,199759,-1.039349639,-2098,-1.03929996,35.21149826,5673.118164,2605,980,1625,13711,15641,-1930,7862,4007,3855,2478,1062,1416,15548,17255,-1707,7637,4254,3383,2383,1042,1341,16094,17772,-1678,7766,4545,3221,2178,1056,1122,15763,17996,-2233,6920,4672,2248,2188,985,1203,16949,19867,-2918,2922,3305,-383
abs_regional_population_lga_2001_2021.58,58,1,New South Wales,14220,Inverell,16784,16867,0.49452,16852,-0.088931049,16822,-0.178020413,16874,0.309119011,16947,0.432618229,17104,0.926417655,17253,0.871141254,17445,1.112849939,17591,0.836916022,17689,0.557103064,17702,0.073492001,17715,0.07343803,17746,0.174992944,17764,0.101431308,17815,0.287097501,17815,0,17801,-0.078585462,17849,0.269647773,17781,-0.380973724,17696,-0.478038356,-85,-0.47799999,9404.756836,1.88160002,208,191,17,866,934,-68,83,32,51,201,167,34,1064,1158,-94,81,35,46,241,157,84,1053,1132,-79,82,39,43,229,170,59,948,1105,-157,78,48,30,199,154,45,1050,1184,-134,33,29,4
abs_regional_population_lga_2001_2021.59,59,1,New South Wales,14300,Junee,5859,5869,0.17068,5861,-0.136309422,5854,-0.119433544,5882,0.478305432,5943,1.037062224,5942,-0.016826519,5978,0.605856614,6054,1.271328203,6105,0.842418236,6132,0.442260442,6135,0.048923679,6213,1.271393643,6283,1.126669886,6336,0.843546077,6414,1.231060606,6516,1.590271282,6625,1.672805402,6683,0.875471698,6676,-0.104743379,6738,0.92869982,62,0.92869997,2030.022217,3.31920004,67,36,31,501,482,19,83,31,52,76,36,40,609,597,12,91,34,57,54,38,16,535,537,-2,82,38,44,80,62,18,542,595,-53,72,44,28,66,34,32,594,578,16,40,26,14
abs_regional_population_lga_2001_2021.60,60,1,New South Wales,14350,Kempsey,27164,27327,0.60006,27466,0.508654444,27608,0.51700284,27936,1.188061431,28032,0.343642612,28193,0.574343607,28431,0.84418118,28775,1.209946889,28960,0.642919201,29128,0.580110497,29223,0.326146663,29284,0.208739691,29351,0.228793881,29379,0.09539709,29431,0.176997175,29550,0.404335565,29633,0.280879865,29742,0.367833159,29922,0.605204761,30092,0.568143841,170,0.56809998,3375.67041,8.9144001,325,323,2,1787,1762,25,148,56,92,315,376,-61,2103,2040,63,143,62,81,363,369,-6,1939,1901,38,145,68,77,349,312,37,1909,1818,91,130,78,52,362,362,0,2178,2017,161,55,46,9
abs_regional_population_lga_2001_2021.61,61,1,New South Wales,14400,Kiama,19793,19841,0.24251,19836,-0.025200343,19784,-0.262149627,19690,-0.475131419,19626,-0.32503809,19809,0.932436564,19933,0.625978091,20219,1.434806602,20522,1.498590435,20806,1.383880713,21004,0.951648563,21262,1.22833746,21612,1.646129245,21890,1.286322413,22110,1.005025126,22461,1.587516961,22987,2.341836962,23383,1.722712838,23685,1.291536586,24006,1.355288157,321,1.35529995,257.6637878,93.16790009,184,185,-1,1460,1223,237,185,70,115,215,163,52,1742,1369,373,179,78,101,204,185,19,1711,1431,280,181,84,97,212,188,24,1671,1457,214,160,96,64,219,178,41,1907,1636,271,67,58,9
abs_regional_population_lga_2001_2021.62,62,1,New South Wales,14500,Ku-ring-gai,106965,106778,-0.17482,106559,-0.205098429,105839,-0.675682017,104883,-0.903258723,104459,-0.404259985,105551,1.045386228,107976,2.297467575,110464,2.304215752,112643,1.972588355,114604,1.740898236,116339,1.513908764,118195,1.595337763,119851,1.401074496,121315,1.221516717,122472,0.953715534,124515,1.66813639,125965,1.164518331,127079,0.884372643,127598,0.408407369,126554,-0.818194643,-1044,-0.81819999,85.40930176,1481.735596,1000,759,241,7692,7512,180,4242,2620,1622,982,783,199,8831,8826,5,4078,2832,1246,928,719,209,8324,8565,-241,4155,3009,1146,837,750,87,8178,8571,-393,3689,2864,825,857,736,121,8921,9345,-424,1558,2299,-741
abs_regional_population_lga_2001_2021.63,63,1,New South Wales,14550,Kyogle,9739,9686,-0.54420,9590,-0.991121206,9525,-0.677789364,9507,-0.188976378,9491,-0.168297044,9491,0,9490,-0.010536298,9514,0.252897787,9544,0.315324785,9537,-0.07334451,9416,-1.268742791,9345,-0.754035684,9288,-0.609951846,9197,-0.979758829,9114,-0.902468196,8982,-1.448321264,8862,-1.336005344,8796,-0.744752877,8789,-0.079581628,8841,0.591648652,52,0.5916,3584.182861,2.46670008,69,85,-16,478,610,-132,26,10,16,77,103,-26,728,836,-108,24,10,14,94,98,-4,635,711,-76,25,11,14,92,89,3,648,667,-19,23,14,9,89,82,7,766,723,43,10,8,2
abs_regional_population_lga_2001_2021.64,64,1,New South Wales,14600,Lachlan,7651,7529,-1.59456,7366,-2.164962146,7214,-2.063535162,7071,-1.982256723,6932,-1.965775704,6821,-1.601269475,6793,-0.410496995,6779,-0.206094509,6765,-0.206520136,6802,0.546932742,6749,-0.779182593,6681,-1.007556675,6624,-0.853165694,6541,-1.253019324,6444,-1.482953677,6317,-1.970825574,6230,-1.37723603,6160,-1.123595506,6089,-1.152597403,6025,-1.05107571,-64,-1.05110002,14968.25391,0.4025,92,73,19,281,431,-150,8,4,4,87,74,13,379,482,-103,7,4,3,97,58,39,333,445,-112,7,4,3,113,68,45,322,441,-119,7,4,3,82,62,20,362,446,-84,3,3,0
abs_regional_population_lga_2001_2021.65,65,1,New South Wales,14650,Lake Macquarie,186353,187385,0.55379,188171,0.419457267,188415,0.12966929,188547,0.070058116,188503,-0.023336356,189672,0.620149281,191478,0.952170062,193585,1.100387512,195263,0.866802696,196811,0.792776921,197693,0.448145683,198953,0.637351854,200249,0.651410132,201240,0.49488387,202332,0.542635659,203502,0.578257517,204694,0.585743629,205875,0.576958777,207783,0.926775956,210031,1.081897942,2248,1.0819,648.6392822,323.8024902,2325,1874,451,10233,10185,48,1079,408,671,2346,2008,338,12644,12381,263,1040,449,591,2291,1909,382,12307,12067,240,1057,498,559,2267,1881,386,12475,11330,1145,938,561,377,2363,1890,473,14262,12586,1676,436,337,99
abs_regional_population_lga_2001_2021.66,66,1,New South Wales,14700,Lane Cove,31880,31749,-0.41092,31695,-0.170084097,31599,-0.302886891,31538,-0.193044084,31527,-0.034878559,31678,0.478954547,31918,0.757623587,32308,1.22188107,32803,1.532128265,33233,1.310855714,33728,1.489483345,34261,1.580289374,35196,2.729050524,36402,3.426525742,37694,3.549255535,38780,2.881095135,39442,1.707065498,40128,1.739262715,40527,0.994318182,40336,-0.471290744,-191,-0.47130001,10.47889996,3849.259033,563,184,379,3240,3099,141,1480,914,566,549,185,364,3763,3904,-141,1427,988,439,531,176,355,3866,3937,-71,1459,1057,402,550,201,349,3968,4206,-238,1298,1010,288,548,163,385,4249,4561,-312,550,814,-264
abs_regional_population_lga_2001_2021.67,67,1,New South Wales,14750,Leeton,11832,11807,-0.21129,11755,-0.440416702,11681,-0.629519353,11590,-0.77904289,11562,-0.241587575,11502,-0.51894136,11457,-0.391236307,11461,0.034913154,11432,-0.253032022,11406,-0.22743177,11430,0.210415571,11413,-0.148731409,11408,-0.043809691,11411,0.026297335,11407,-0.035053895,11424,0.149031297,11425,0.008753501,11444,0.166301969,11344,-0.873820343,11242,-0.899153738,-102,-0.89920002,1167.187622,9.63169956,148,97,51,535,610,-75,66,25,41,155,114,41,638,715,-77,64,27,37,157,91,66,647,729,-82,65,30,35,146,107,39,582,745,-163,58,34,24,168,101,67,619,792,-173,25,21,4
