FID,primaryindex,state_code_2021,state_name_2021,lga_code_2021,lga_name_2021,erp_2001,erp_2002,growth_02,erp_2003,growth_03,erp_2004,growth_04,erp_2005,growth_05,erp_2006,growth_06,erp_2007,growth_07,erp_2008,growth_08,erp_2009,growth_09,erp_2010,growth_10,erp_2011,growth_11,erp_2012,growth_12,erp_2013,growth_13,erp_2014,growth_14,erp_2015,growth_15,erp_2016,growth_16,erp_2017,growth_17,erp_2018,growth_18,erp_2019,growth_19,erp_2020,growth_20,erp_2021,growth_21,erp_change_number_2020_21,erp_change_per_cent_2020_21,area_km2,pop_density_2021_people_per_km2,births_2016_17,deaths_2016_17,natural_increase_2016_17,internal_arrivals_2016_17,internal_departures_2016_17,net_internal_migration_2016_17,overseas_arrivals_2016_17,overseas_departures_2016_17,net_overseas_migration_2016_17,births_2017_18,deaths_2017_18,natural_increase_2017_18,internal_arrivals_2017_18,internal_departures_2017_18,net_internal_migration_2017_18,overseas_arrivals_2017_18,overseas_departures_2017_18,net_overseas_migration_2017_18,births_2018_19,deaths_2018_19,natural_increase_2018_19,internal_arrivals_2018_19,internal_departures_2018_19,net_internal_migration_2018_19,overseas_arrivals_2018_19,overseas_departures_2018_19,net_overseas_migration_2018_19,births_2019_20,deaths_2019_20,natural_increase_2019_20,internal_arrivals_2019_20,internal_departures_2019_20,net_internal_migration_2019_20,overseas_arrivals_2019_20,overseas_departures_2019_20,net_overseas_migration_2019_20,births_2020_21,deaths_2020_21,natural_increase_2020_21,internal_arrivals_2020_21,internal_departures_2020_21,net_internal_migration_2020_21,overseas_arrivals_2020_21,overseas_departures_2020_21,net_overseas_migration_2020_21
abs_regional_population_lga_2001_2021.437,437,5,Western Australia,55320,Melville,97202,97184,-0.01852,97002,-0.187273625,96776,-0.232984887,96699,-0.079565181,96778,0.081696812,97911,1.170720618,98607,0.710849649,99882,1.293011652,100764,0.88304199,102135,1.360604978,103569,1.404024086,104319,0.724154911,104073,-0.235815144,103522,-0.529436069,102342,-1.13985433,102076,-0.259912841,101897,-0.175359536,102376,0.470082534,103604,1.199499883,103459,-0.139955986,-145,-0.14,52.8504982,1957.578491,996,664,332,6166,7228,-1062,2020,1556,464,1004,708,296,6759,7690,-931,1836,1380,456,926,701,225,7393,7814,-421,1997,1322,675,944,695,249,6873,6861,12,2094,1127,967,888,697,191,6953,6982,-29,519,826,-307
abs_regional_population_lga_2001_2021.438,438,5,Western Australia,55390,Menzies,350,336,-4.00000,309,-8.035714286,282,-8.737864078,260,-7.80141844,237,-8.846153846,269,13.5021097,308,14.49814126,351,13.96103896,378,7.692307692,402,6.349206349,450,11.94029851,486,8,499,2.674897119,510,2.204408818,518,1.568627451,515,-0.579150579,521,1.165048544,520,-0.19193858,525,0.961538462,533,1.523809524,8,1.52380002,124115.4219,0.0043,4,4,0,6,10,-4,3,2,1,3,4,-1,11,5,6,3,2,1,4,6,-2,11,11,0,3,2,1,3,7,-4,19,12,7,3,1,2,3,3,0,21,13,8,1,1,0
abs_regional_population_lga_2001_2021.439,439,5,Western Australia,55460,Merredin,3783,3715,-1.79752,3656,-1.588156124,3496,-4.376367615,3442,-1.544622426,3408,-0.987797792,3352,-1.643192488,3348,-0.119331742,3348,0,3354,0.17921147,3374,0.596302922,3395,0.622406639,3379,-0.471281296,3380,0.029594555,3385,0.147928994,3395,0.295420975,3422,0.795287187,3409,-0.379894798,3367,-1.232032854,3371,0.118800119,3360,-0.326312667,-11,-0.3263,3293.782471,1.0201,47,22,25,217,234,-17,69,50,19,40,14,26,239,297,-58,62,43,19,37,18,19,244,331,-87,68,42,26,38,31,7,190,232,-42,71,32,39,46,27,19,218,243,-25,18,23,-5
abs_regional_population_lga_2001_2021.484,484,5,Western Australia,58760,Wanneroo,84323,88442,4.88479,93822,6.083082698,100185,6.781991431,107053,6.855317662,114943,7.370181125,125837,9.477741141,135840,7.949172342,145855,7.372644287,152746,4.724555209,160281,4.933026069,168832,5.335005397,176627,4.617015732,182385,3.25997724,188278,3.231077117,194779,3.452872879,199212,2.275912701,203609,2.207196354,208360,2.333393907,212820,2.140526013,215878,1.436895029,3058,1.43690002,683.2601929,315.9527893,3144,825,2319,12807,11534,1273,3111,2270,841,3088,789,2299,13763,12500,1263,2828,1993,835,3043,823,2220,14023,12697,1326,3074,1869,1205,2906,866,2040,12435,11765,670,3224,1474,1750,3006,922,2084,13021,11792,1229,796,1051,-255
abs_regional_population_lga_2001_2021.485,485,5,Western Australia,58820,Waroona,3538,3506,-0.90447,3483,-0.656018254,3521,1.091013494,3576,1.562056234,3614,1.062639821,3591,-0.636413946,3626,0.974658869,3660,0.937672366,3687,0.737704918,3720,0.895036615,3820,2.688172043,3931,2.905759162,4057,3.205291274,4133,1.873305398,4162,0.701669489,4144,-0.432484383,4169,0.603281853,4211,1.007435836,4267,1.329850392,4276,0.210921022,9,0.21089999,832.2285156,5.13800001,49,50,-1,326,345,-19,9,7,2,38,30,8,391,377,14,9,6,3,34,44,-10,399,350,49,9,6,3,38,38,0,331,281,50,10,4,6,41,29,12,320,322,-2,2,3,-1
abs_regional_population_lga_2001_2021.486,486,5,Western Australia,58890,West Arthur,910,911,0.10989,910,-0.109769484,891,-2.087912088,887,-0.448933782,885,-0.225479143,882,-0.338983051,881,-0.113378685,883,0.227014756,888,0.566251416,901,1.463963964,893,-0.887902331,884,-1.007838746,869,-1.696832579,855,-1.611047181,824,-3.625730994,804,-2.427184466,798,-0.746268657,780,-2.255639098,782,0.256410256,789,0.895140665,7,0.8951,2831.827148,0.27860001,3,6,-3,33,51,-18,2,1,1,12,6,6,46,58,-12,1,1,0,6,3,3,36,57,-21,1,1,0,8,5,3,41,43,-2,2,1,1,6,3,3,44,39,5,0,1,-1
abs_regional_population_lga_2001_2021.440,440,5,Western Australia,55530,Mingenew,586,585,-0.17065,583,-0.341880342,558,-4.288164666,521,-6.630824373,504,-3.262955854,495,-1.785714286,483,-2.424242424,476,-1.449275362,477,0.210084034,489,2.51572327,488,-0.204498978,487,-0.204918033,482,-1.026694045,474,-1.659751037,465,-1.898734177,449,-3.440860215,432,-3.786191537,427,-1.157407407,418,-2.107728337,418,0,0,0,1934.885742,0.21600001,5,4,1,7,25,-18,4,3,1,5,5,0,17,35,-18,3,2,1,10,0,10,31,47,-16,3,2,1,4,3,1,31,43,-12,4,2,2,14,0,14,26,40,-14,1,1,0
abs_regional_population_lga_2001_2021.444,444,5,Western Australia,55810,Mount Magnet,854,845,-1.05386,831,-1.656804734,775,-6.738868833,744,-4,734,-1.344086022,681,-7.220708447,665,-2.34948605,669,0.601503759,653,-2.391629297,666,1.990811639,669,0.45045045,661,-1.195814649,615,-6.959152799,563,-8.455284553,507,-9.946714032,494,-2.564102564,464,-6.072874494,454,-2.155172414,449,-1.101321586,455,1.336302895,6,1.33630002,13858.11816,0.0328,11,3,8,36,58,-22,3,2,1,9,6,3,32,66,-34,3,2,1,8,4,4,43,58,-15,3,2,1,13,3,10,50,67,-17,3,1,2,17,0,17,43,54,-11,1,1,0
abs_regional_population_lga_2001_2021.445,445,5,Western Australia,55880,Mount Marshall,676,669,-1.03550,670,0.149476831,672,0.298507463,656,-2.380952381,650,-0.914634146,616,-5.230769231,594,-3.571428571,581,-2.188552189,530,-8.777969019,493,-6.981132075,507,2.839756592,523,3.15581854,528,0.956022945,531,0.568181818,533,0.376647834,529,-0.750469043,518,-2.079395085,519,0.193050193,512,-1.348747592,507,-0.9765625,-5,-0.97659999,10184.59375,0.0498,7,4,3,15,24,-9,4,2,2,11,0,11,13,37,-24,4,2,2,6,3,3,28,32,-4,4,2,2,11,3,8,16,33,-17,4,2,2,4,4,0,17,22,-5,1,1,0
abs_regional_population_lga_2001_2021.441,441,5,Western Australia,55600,Moora,2705,2697,-0.29575,2683,-0.519095291,2626,-2.124487514,2593,-1.256664128,2531,-2.391052835,2487,-1.738443303,2503,0.643345396,2537,1.358369956,2534,-0.118249901,2556,0.868192581,2548,-0.312989045,2527,-0.824175824,2504,-0.910170162,2505,0.039936102,2477,-1.117764471,2449,-1.130399677,2425,-0.979991833,2373,-2.144329897,2390,0.716392752,2380,-0.418410042,-10,-0.41839999,3763.025391,0.63249999,36,23,13,98,146,-48,27,20,7,30,18,12,164,206,-42,23,17,6,23,22,1,158,220,-62,26,17,9,25,13,12,201,210,-9,27,13,14,38,12,26,192,226,-34,7,9,-2
abs_regional_population_lga_2001_2021.492,492,5,Western Australia,59320,Woodanilling,396,400,1.01010,400,0,404,1,404,0,415,2.722772277,417,0.481927711,424,1.678657074,430,1.41509434,427,-0.697674419,427,0,435,1.8735363,430,-1.149425287,429,-0.23255814,423,-1.398601399,415,-1.891252955,426,2.65060241,428,0.469483568,430,0.46728972,430,0,428,-0.465116279,-2,-0.46509999,1128.834839,0.37920001,5,3,2,28,20,8,3,2,1,9,0,9,33,41,-8,3,2,1,7,0,7,34,40,-6,3,2,1,7,0,7,29,38,-9,3,1,2,5,3,2,28,32,-4,1,1,0
abs_regional_population_lga_2001_2021.493,493,5,Western Australia,59330,Wyalkatchem,678,680,0.29499,659,-3.088235294,652,-1.062215478,630,-3.374233129,592,-6.031746032,560,-5.405405405,546,-2.5,531,-2.747252747,526,-0.941619586,542,3.041825095,539,-0.553505535,541,0.371057514,535,-1.109057301,533,-0.373831776,522,-2.063789869,515,-1.340996169,498,-3.300970874,492,-1.204819277,492,0,483,-1.829268293,-9,-1.82930005,1594.488403,0.30289999,7,11,-4,44,47,-3,1,1,0,4,6,-2,29,44,-15,1,1,0,4,7,-3,39,42,-3,1,1,0,9,3,6,36,42,-6,1,1,0,3,4,-1,43,51,-8,0,0,0
abs_regional_population_lga_2001_2021.494,494,5,Western Australia,59340,Wyndham-East Kimberley,7240,7406,2.29282,7595,2.551984877,7716,1.59315339,7789,0.946086055,7879,1.155475671,7866,-0.164995558,7967,1.284007119,8066,1.242625832,8111,0.557897347,8195,1.035630625,8228,0.402684564,8243,0.182304327,8020,-2.705325731,7780,-2.992518703,7478,-3.881748072,7412,-0.882588928,7315,-1.308688613,7343,0.38277512,7355,0.163420945,7337,-0.244731475,-18,-0.2447,112066.3203,0.0655,142,43,99,541,733,-192,100,73,27,156,42,114,613,852,-239,91,63,28,140,32,108,758,877,-119,99,60,39,123,35,88,678,809,-131,103,48,55,155,33,122,685,817,-132,26,34,-8
abs_regional_population_lga_2001_2021.442,442,5,Western Australia,55670,Morawa,989,971,-1.82002,957,-1.441812564,924,-3.448275862,886,-4.112554113,860,-2.934537246,854,-0.697674419,867,1.522248244,879,1.384083045,886,0.796359499,911,2.821670429,892,-2.085620198,872,-2.242152466,835,-4.243119266,800,-4.191616766,765,-4.375,731,-4.444444444,698,-4.514363885,675,-3.29512894,662,-1.925925926,660,-0.302114804,-2,-0.3021,3510.593018,0.18799999,16,3,13,50,99,-49,6,4,2,4,10,-6,66,95,-29,6,4,2,11,6,5,62,94,-32,7,3,4,16,7,9,74,100,-26,7,3,4,12,5,7,71,80,-9,2,2,0
abs_regional_population_lga_2001_2021.446,446,5,Western Australia,55950,Mukinbudin,705,697,-1.13475,689,-1.147776184,664,-3.628447025,643,-3.162650602,601,-6.531881804,567,-5.657237937,558,-1.587301587,537,-3.76344086,509,-5.2141527,502,-1.37524558,528,5.179282869,545,3.21969697,549,0.733944954,551,0.364298725,553,0.362976407,543,-1.808318264,531,-2.209944751,533,0.376647834,524,-1.688555347,520,-0.763358779,-4,-0.76340002,3426.944092,0.1517,8,3,5,24,40,-16,4,3,1,8,0,8,34,55,-21,4,3,1,8,4,4,35,38,-3,4,3,1,9,3,6,32,49,-17,4,2,2,9,5,4,25,33,-8,1,1,0
abs_regional_population_lga_2001_2021.443,443,5,Western Australia,55740,Mosman Park,8358,8476,1.41182,8590,1.344974044,8675,0.989522701,8762,1.002881844,8760,-0.022825839,8845,0.970319635,8971,1.424533635,9082,1.237320254,9164,0.902884827,9199,0.381929289,9196,-0.03261224,9217,0.228360157,9202,-0.162742758,9188,-0.152140839,9167,-0.22855899,9130,-0.403621686,9062,-0.744797371,9122,0.662105495,9112,-0.109625082,9108,-0.043898156,-4,-0.0439,4.34719992,2095.141602,76,83,-7,581,669,-88,312,254,58,70,61,9,718,847,-129,285,233,52,83,82,1,882,903,-21,308,228,80,66,64,2,731,857,-126,324,210,114,102,61,41,813,780,33,80,158,-78
abs_regional_population_lga_2001_2021.447,447,5,Western Australia,56090,Mundaring,35415,35660,0.69180,35820,0.448681997,35900,0.223338917,36195,0.821727019,36326,0.361928443,36569,0.668942355,36914,0.943422024,37466,1.495367611,37883,1.113009128,38364,1.269698809,39064,1.824627255,39644,1.484742986,39651,0.017657149,39563,-0.221936395,39217,-0.874554508,38972,-0.624729072,39131,0.40798522,39108,-0.058776929,39117,0.023013194,39161,0.112483064,44,0.1125,643.2011719,60.8844986,350,222,128,2423,2859,-436,245,182,63,383,238,145,3073,3120,-47,221,160,61,364,212,152,3025,3292,-267,242,150,92,306,210,96,2915,3133,-218,254,123,131,359,226,133,3072,3134,-62,63,90,-27
abs_regional_population_lga_2001_2021.495,495,5,Western Australia,59350,Yalgoo,326,316,-3.06748,306,-3.164556962,293,-4.248366013,274,-6.484641638,263,-4.01459854,288,9.505703422,317,10.06944444,351,10.72555205,377,7.407407407,417,10.61007958,425,1.918465228,426,0.235294118,405,-4.929577465,378,-6.666666667,350,-7.407407407,356,1.714285714,357,0.280898876,356,-0.280112045,351,-1.404494382,354,0.854700855,3,0.85470003,27949.46484,0.0127,0,0,0,44,38,6,2,2,0,0,0,0,27,27,0,2,1,1,4,0,4,38,44,-6,2,1,1,0,0,0,24,30,-6,2,1,1,4,3,1,16,14,2,1,1,0
abs_regional_population_lga_2001_2021.532,532,7,Northern Territory,71000,Darwin,69635,69286,-0.50118,68968,-0.45896718,69339,0.537930634,70538,1.729185595,71366,1.17383538,72735,1.918280414,74613,2.581975665,76775,2.897618377,77886,1.44708564,78467,0.745962047,80437,2.510609556,82996,3.181371757,83098,0.122897489,84363,1.522298972,85323,1.137939618,85950,0.734854611,84500,-1.687027341,83016,-1.756213018,82092,-1.11303845,80937,-1.406958047,-1155,-1.40699995,111.2613983,727.4490967,1262,366,896,8124,9512,-1388,4211,3092,1119,1202,358,844,7371,10115,-2744,3065,2615,450,1207,403,804,8327,11175,-2848,3386,2826,560,1124,396,728,8214,10051,-1837,2512,2327,185,1230,345,885,8488,10201,-1713,864,1191,-327
abs_regional_population_lga_2001_2021.535,535,7,Northern Territory,72200,Katherine,9706,9648,-0.59757,9570,-0.808457711,9542,-0.292580982,9626,0.880318591,9689,0.654477457,9844,1.599752296,10075,2.34660707,10345,2.679900744,10467,1.179313678,10488,0.200630553,10639,1.439740656,10761,1.146724316,10744,-0.157977883,10671,-0.679448995,10541,-1.218255084,10573,0.303576511,10610,0.349947981,10627,0.160226202,10619,-0.075279947,10559,-0.565024955,-60,-0.565,7416.644531,1.42369998,193,67,126,1362,1497,-135,149,108,41,160,78,82,1504,1566,-62,108,91,17,196,55,141,1555,1699,-144,120,100,20,183,63,120,1537,1671,-134,89,83,6,172,76,96,1643,1792,-149,31,38,-7
abs_regional_population_lga_2001_2021.448,448,5,Western Australia,56160,Murchison,161,157,-2.48447,150,-4.458598726,140,-6.666666667,129,-7.857142857,118,-8.527131783,112,-5.084745763,110,-1.785714286,112,1.818181818,114,1.785714286,119,4.385964912,133,11.76470588,146,9.77443609,150,2.739726027,155,3.333333333,158,1.935483871,163,3.164556962,162,-0.613496933,162,0,162,0,164,1.234567901,2,1.23459995,45046.09375,0.0036,3,0,3,3,1,2,1,1,0,0,0,0,0,1,-1,1,1,0,0,0,0,5,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,0,0,0
abs_regional_population_lga_2001_2021.449,449,5,Western Australia,56230,Murray,10899,11211,2.86265,11611,3.56792436,11904,2.523469124,12266,3.040994624,12522,2.087069949,12819,2.371825587,13477,5.133005695,14144,4.949172665,14586,3.125,14773,1.282051282,15475,4.751912272,16087,3.954765751,16542,2.828370734,16909,2.218595091,17126,1.283340233,17338,1.237883919,17650,1.799515515,17913,1.490084986,18210,1.658013733,18523,1.718835805,313,1.71879995,1703.46875,10.87370014,183,110,73,1485,1368,117,79,57,22,184,139,45,1675,1429,246,71,50,21,196,128,68,1701,1537,164,78,47,31,163,113,50,1497,1294,203,81,37,44,186,124,62,1539,1281,258,20,27,-7
abs_regional_population_lga_2001_2021.450,450,5,Western Australia,56300,Nannup,1223,1235,0.98119,1237,0.16194332,1247,0.808407437,1271,1.924619086,1282,0.865460268,1277,-0.390015601,1291,1.096319499,1296,0.387296669,1301,0.385802469,1304,0.230591852,1326,1.687116564,1343,1.282051282,1350,0.521221147,1352,0.148148148,1339,-0.961538462,1347,0.597460792,1363,1.187824796,1386,1.687454145,1422,2.597402597,1420,-0.140646976,-2,-0.1406,3053.936035,0.465,7,9,-2,99,92,7,9,6,3,7,8,-1,131,116,15,8,6,2,7,11,-4,131,108,23,9,5,4,12,8,4,109,83,26,10,4,6,11,16,-5,116,113,3,3,3,0
abs_regional_population_lga_2001_2021.451,451,5,Western Australia,56370,Narembeen,963,964,0.10384,977,1.348547718,960,-1.740020471,952,-0.833333333,945,-0.735294118,890,-5.82010582,856,-3.820224719,846,-1.168224299,836,-1.182033097,839,0.358851675,836,-0.357568534,826,-1.196172249,818,-0.968523002,820,0.244498778,815,-0.609756098,829,1.717791411,837,0.965018094,846,1.075268817,850,0.472813239,846,-0.470588235,-4,-0.47060001,3809.028564,0.2221,22,8,14,49,54,-5,17,12,5,9,4,5,56,58,-2,16,11,5,16,5,11,63,72,-9,17,10,7,13,5,8,45,59,-14,18,8,10,7,8,-1,58,59,-1,4,6,-2
abs_regional_population_lga_2001_2021.461,461,5,Western Australia,57140,Pingelly,1217,1214,-0.24651,1215,0.082372323,1208,-0.576131687,1217,0.745033113,1220,0.246507806,1207,-1.06557377,1206,-0.082850041,1209,0.248756219,1215,0.496277916,1209,-0.49382716,1206,-0.248138958,1205,-0.08291874,1187,-1.493775934,1202,1.263689975,1183,-1.580698835,1169,-1.183431953,1152,-1.454234388,1147,-0.434027778,1150,0.261551874,1150,0,0,0,1294.572144,0.8883,14,8,6,93,115,-22,6,4,2,15,9,6,60,85,-25,5,3,2,17,19,-2,107,112,-5,6,4,2,14,10,4,102,107,-5,7,3,4,11,11,0,113,113,0,2,2,0
abs_regional_population_lga_2001_2021.462,462,5,Western Australia,57210,Plantagenet,4707,4658,-1.04100,4622,-0.77286389,4605,-0.367806145,4643,0.825190011,4694,1.098427741,4762,1.448657861,4863,2.120957581,4974,2.282541641,4978,0.080418175,5032,1.084773001,5118,1.709062003,5172,1.055099648,5151,-0.406032483,5130,-0.407687828,5103,-0.526315789,5167,1.254164217,5249,1.586994387,5263,0.26671747,5277,0.26600798,5354,1.459162403,77,1.45920002,4876.682129,1.09790003,46,38,8,498,447,51,18,13,5,63,49,14,479,417,62,17,11,6,42,47,-5,440,428,12,18,11,7,50,43,7,404,408,-4,19,8,11,49,26,23,465,410,55,5,6,-1
abs_regional_population_lga_2001_2021.463,463,5,Western Australia,57280,Port Hedland,12881,13201,2.48428,13555,2.681615029,13692,1.01069716,13880,1.373064563,14084,1.469740634,14129,0.319511502,14309,1.273975511,14825,3.606122021,15252,2.880269815,15659,2.668502491,15851,1.226131937,15951,0.630875024,15648,-1.899567425,15387,-1.667944785,15064,-2.099174628,14958,-0.703664365,14971,0.086910015,15153,1.215683655,15476,2.131591104,15768,1.886792453,292,1.88680005,18417.07813,0.85619998,334,46,288,1718,2167,-449,208,153,55,330,63,267,1698,2009,-311,188,131,57,334,55,279,1927,2104,-177,205,125,80,329,54,275,1742,1811,-69,215,98,117,323,51,272,1748,1712,36,54,70,-16
abs_regional_population_lga_2001_2021.452,452,5,Western Australia,56460,Narrogin,5541,5544,0.05414,5550,0.108225108,5403,-2.648648649,5363,-0.740329447,5331,-0.596680962,5287,-0.825361095,5281,-0.113485909,5282,0.018935808,5246,-0.681560015,5260,0.266869996,5306,0.874524715,5324,0.339238598,5339,0.28174305,5333,-0.112380596,5235,-1.837614851,5193,-0.802292264,5039,-2.965530522,4986,-1.051795991,4940,-0.922583233,4870,-1.417004049,-70,-1.41700006,1631.302368,2.98530006,56,45,11,321,388,-67,48,34,14,51,54,-3,322,485,-163,43,31,12,40,60,-20,359,411,-52,48,29,19,56,60,-4,329,399,-70,51,23,28,56,48,8,329,403,-74,12,16,-4
abs_regional_population_lga_2001_2021.453,453,5,Western Australia,56580,Nedlands,21564,21630,0.30607,21634,0.018492834,21557,-0.355921235,21459,-0.454608712,21394,-0.302903211,21435,0.191642517,21622,0.872404945,21707,0.39311812,21694,-0.059888515,21965,1.249193325,22423,2.085135443,22665,1.079248985,22686,0.092653872,22435,-1.106409239,22108,-1.457544016,22349,1.09010313,22534,0.827777529,22632,0.434898376,22910,1.22834924,22652,-1.126145788,-258,-1.12609994,19.64489937,1153.072754,202,138,64,1933,1904,29,1023,875,148,174,110,64,1976,1972,4,931,814,117,156,126,30,2028,2158,-130,1013,815,198,187,120,67,1850,1905,-55,1062,796,266,175,133,42,1850,1807,43,262,605,-343
abs_regional_population_lga_2001_2021.454,454,5,Western Australia,56620,Ngaanyatjarraku,1562,1533,-1.85659,1506,-1.761252446,1493,-0.863213811,1477,-1.071667783,1466,-0.744752877,1483,1.159618008,1498,1.01146325,1494,-0.267022697,1508,0.93708166,1508,0,1591,5.50397878,1689,6.15964802,1705,0.947306098,1713,0.469208211,1708,-0.291885581,1723,0.878220141,1747,1.392919327,1750,0.171722954,1769,1.085714286,1797,1.58281515,28,1.58280003,159815.9688,0.0112,27,15,12,24,24,0,10,7,3,23,6,17,26,22,4,9,6,3,12,13,-1,23,23,0,10,6,4,18,10,8,32,26,6,11,6,5,8,15,-7,44,8,36,2,3,-1
abs_regional_population_lga_2001_2021.455,455,5,Western Australia,56730,Northam,10284,10302,0.17503,10267,-0.339739856,10157,-1.071393786,10270,1.112533228,10280,0.097370983,10256,-0.233463035,10400,1.404056162,10553,1.471153846,10670,1.108689472,10830,1.499531396,11169,3.130193906,11472,2.712865968,11570,0.854253835,11420,-1.296456353,11238,-1.593695271,11228,-0.088983805,11188,-0.356252227,11051,-1.224526278,11016,-0.31671342,11060,0.399419027,44,0.3994,1431.221558,7.72770023,138,101,37,644,708,-64,61,44,17,107,92,15,796,867,-71,54,38,16,124,98,26,864,1051,-187,60,36,24,129,92,37,732,837,-105,62,29,33,103,83,20,835,807,28,16,20,-4
abs_regional_population_lga_2001_2021.456,456,5,Western Australia,56790,Northampton,3347,3358,0.32865,3355,-0.089338892,3369,0.41728763,3345,-0.71237756,3334,-0.328849028,3322,-0.359928014,3318,-0.120409392,3309,-0.27124774,3298,-0.332426715,3281,-0.515463918,3371,2.743066138,3432,1.809552062,3389,-1.252913753,3357,-0.944231337,3335,-0.655347036,3205,-3.898050975,3077,-3.99375975,2944,-4.32239194,2877,-2.275815217,2826,-1.772679875,-51,-1.77269995,12543.71387,0.2253,26,26,0,278,411,-133,13,10,3,33,18,15,324,472,-148,13,8,5,21,28,-7,335,467,-132,13,7,6,39,29,10,286,371,-85,14,6,8,18,15,3,231,284,-53,3,4,-1
abs_regional_population_lga_2001_2021.464,464,5,Western Australia,57350,Quairading,1140,1137,-0.26316,1130,-0.615655233,1084,-4.07079646,1068,-1.47601476,1071,0.280898876,1070,-0.093370682,1078,0.747663551,1080,0.185528757,1074,-0.555555556,1073,-0.09310987,1072,-0.093196645,1066,-0.559701493,1066,0,1060,-0.562851782,1038,-2.075471698,1018,-1.926782274,1007,-1.080550098,999,-0.794438928,988,-1.101101101,983,-0.506072874,-5,-0.5061,2016.926758,0.4874,8,18,-10,66,78,-12,9,7,2,9,14,-5,66,75,-9,9,6,3,15,12,3,81,95,-14,9,6,3,5,14,-9,87,93,-6,9,5,4,16,10,6,83,93,-10,2,3,-1
abs_regional_population_lga_2001_2021.465,465,5,Western Australia,57420,Ravensthorpe,1510,1543,2.18543,1562,1.231367466,1589,1.728553137,1733,9.062303335,2045,18.0034622,2110,3.178484108,2220,5.213270142,2171,-2.207207207,2158,-0.598802395,2187,1.343836886,2154,-1.508916324,2118,-1.671309192,2036,-3.871576959,1906,-6.385068762,1764,-7.450157398,1679,-4.818594104,1598,-4.824300179,1559,-2.440550688,1566,0.449005773,1603,2.362707535,37,2.36269999,9841.75,0.1629,29,15,14,178,281,-103,14,10,4,19,11,8,171,264,-93,13,9,4,17,11,6,167,218,-51,14,8,6,23,9,14,201,216,-15,14,6,8,29,14,15,210,186,24,3,5,-2
abs_regional_population_lga_2001_2021.457,457,5,Western Australia,56860,Nungarin,276,273,-1.08696,269,-1.465201465,266,-1.115241636,258,-3.007518797,255,-1.162790698,252,-1.176470588,247,-1.984126984,238,-3.643724696,234,-1.680672269,236,0.854700855,246,4.237288136,254,3.25203252,256,0.787401575,259,1.171875,259,0,253,-2.316602317,247,-2.371541502,249,0.809716599,246,-1.204819277,243,-1.219512195,-3,-1.21949995,1166.024536,0.2084,0,0,0,15,21,-6,2,2,0,0,6,-6,25,26,-1,2,1,1,5,0,5,12,16,-4,2,1,1,0,0,0,10,14,-4,2,1,1,4,3,1,7,10,-3,0,1,-1
abs_regional_population_lga_2001_2021.466,466,5,Western Australia,57490,Rockingham,74185,75802,2.17969,77718,2.527637793,80168,3.152422862,82936,3.452749227,87033,4.939953699,92235,5.977043191,96506,4.630563235,100639,4.282635277,104922,4.255805403,109415,4.282228703,114412,4.567015491,119300,4.272279132,123038,3.133277452,126012,2.41713942,128992,2.364854141,131003,1.559011412,133352,1.793088708,135996,1.982722419,138612,1.923585988,140923,1.667243817,2311,1.66719997,257.4978943,547.2781982,1898,686,1212,8520,8110,410,1440,1051,389,1871,674,1197,9115,8349,766,1307,921,386,1836,755,1081,9632,8627,1005,1424,866,558,1806,741,1065,8984,8244,740,1492,681,811,1805,713,1092,9747,8413,1334,370,485,-115
